fname       ,label
3c9dac3f.wav,Knock Computer_keyboard Tearing
3cc6a2cd.wav,Oboe Knock Burping_or_eructation
3cc6edac.wav,Trumpet Laughter Laughter
3cc834fd.wav,Laughter Laughter Oboe
3cc89a98.wav,Electric_piano Knock Writing
3cca9c37.wav,Bark Acoustic_guitar Clarinet
3cd08599.wav,Tearing Tearing Cowbell
3cd53659.wav,Bass_drum Saxophone Cowbell
3cdf8846.wav,Meow Squeak Laughter
3ce96793.wav,Cello Flute Chime
3cee28fc.wav,Computer_keyboard Bus Electric_piano
3cee3187.wav,Keys_jangling Laughter Fireworks
3cfdf1f6.wav,Saxophone Snare_drum Bark
3d04368f.wav,Flute Bass_drum Finger_snapping
3d088695.wav,Bass_drum Laughter Shatter
3d0de63c.wav,Clarinet Fireworks Bus
3d0ec9da.wav,Computer_keyboard Flute Cowbell
3d123994.wav,Snare_drum Bass_drum Hi-hat
3d147046.wav,Snare_drum Fart Cowbell
3d1b68f0.wav,Bus Fireworks Saxophone
3d300af6.wav,Chime Oboe Keys_jangling
3d398ef1.wav,Fart Drawer_open_or_close Glockenspiel
3d3a98aa.wav,Telephone Laughter Knock
3d406694.wav,Double_bass Tearing Tambourine
3d48ec08.wav,Acoustic_guitar Cough Cello
3d49faa6.wav,Scissors Writing Bass_drum
3d4aaff3.wav,Double_bass Chime Gunshot_or_gunfire
3d5626a5.wav,Gunshot_or_gunfire Flute Cowbell
3d5751ee.wav,Electric_piano Tearing Cough
3d591986.wav,Fireworks Violin_or_fiddle Meow
3d5cf3f8.wav,Burping_or_eructation Oboe Bark
3d5d1b2b.wav,Cello Writing Meow
3d74e612.wav,Clarinet Applause Fireworks
3d78d5f8.wav,Trumpet Knock Acoustic_guitar
3d7945b9.wav,Hi-hat Gunshot_or_gunfire Finger_snapping
3d8bd5ce.wav,Shatter Cello Snare_drum
3d978544.wav,Hi-hat Scissors Double_bass
3d99ad61.wav,Telephone Fart Glockenspiel
3da51b49.wav,Burping_or_eructation Oboe Gong
3da83f7b.wav,Hi-hat Telephone Burping_or_eructation
3dc944e8.wav,Tearing Tambourine Drawer_open_or_close
3dcbefe2.wav,Fireworks Burping_or_eructation Cello
3dd1656b.wav,Glockenspiel Burping_or_eructation Cough
3dd457cf.wav,Telephone Acoustic_guitar Acoustic_guitar
3ddc79de.wav,Bass_drum Clarinet Cough
3ddc8d03.wav,Bark Oboe Squeak
3de7d1e1.wav,Trumpet Acoustic_guitar Gong
3df030f4.wav,Hi-hat Trumpet Acoustic_guitar
3df47a15.wav,Oboe Cowbell Trumpet
3df8b04c.wav,Microwave_oven Burping_or_eructation Tambourine
3dfdf671.wav,Fireworks Double_bass Drawer_open_or_close
3dffa69c.wav,Fart Fart Saxophone
3e0790d9.wav,Fart Tearing Flute
3e09ffa5.wav,Knock Hi-hat Snare_drum
3e0dab7d.wav,Telephone Burping_or_eructation Gong
3e14b506.wav,Squeak Keys_jangling Burping_or_eructation
3e1ae80a.wav,Acoustic_guitar Electric_piano Double_bass
3e28d521.wav,Violin_or_fiddle Knock Finger_snapping
3e2cc8ac.wav,Bark Bass_drum Flute
3e2df2dd.wav,Applause Tearing Shatter
3e2f8b7e.wav,Violin_or_fiddle Writing Flute
3e31531e.wav,Applause Acoustic_guitar Harmonica
3e3d7cf0.wav,Gong Chime Bark
3e3da714.wav,Tearing Bass_drum Acoustic_guitar
3e3f3954.wav,Cough Meow Gunshot_or_gunfire
3e40ed13.wav,Snare_drum Oboe Violin_or_fiddle
3e45e6d4.wav,Squeak Writing Snare_drum
3e464c0a.wav,Scissors Cowbell Computer_keyboard
3e47d2ad.wav,Drawer_open_or_close Gong Bus
3e5856e4.wav,Oboe Telephone Acoustic_guitar
3e6fbec7.wav,Squeak Cowbell Fart
3e71ea8e.wav,Harmonica Oboe Writing
3e7d5a90.wav,Burping_or_eructation Bass_drum Keys_jangling
3e810d62.wav,Shatter Computer_keyboard Burping_or_eructation
3e9a1a9f.wav,Fart Snare_drum Chime
3e9a79a9.wav,Trumpet Scissors Meow
3e9b7d03.wav,Fart Trumpet Bus
3ea22ce1.wav,Knock Hi-hat Double_bass
3ea790f1.wav,Squeak Bark Cowbell
3ea7a660.wav,Applause Glockenspiel Knock
3ea8071a.wav,Hi-hat Violin_or_fiddle Trumpet
3eab370c.wav,Finger_snapping Drawer_open_or_close Cough
3eaf7d6f.wav,Squeak Oboe Burping_or_eructation
3ebafe68.wav,Violin_or_fiddle Fart Cowbell
3ed56391.wav,Applause Telephone Meow
3ed76a58.wav,Double_bass Clarinet Acoustic_guitar
3ee35715.wav,Cello Drawer_open_or_close Gunshot_or_gunfire
3ef31a48.wav,Bark Clarinet Computer_keyboard
3efbb755.wav,Shatter Glockenspiel Flute
3f01caae.wav,Bass_drum Cowbell Bus
3f052a47.wav,Chime Fart Fireworks
3f06498c.wav,Laughter Double_bass Tearing
3f0bcf1e.wav,Meow Writing Snare_drum
3f100727.wav,Snare_drum Fart Bark
3f179242.wav,Double_bass Cough Applause
3f1983c4.wav,Saxophone Hi-hat Laughter
3f292d29.wav,Cough Drawer_open_or_close Electric_piano
3f2aad90.wav,Violin_or_fiddle Cowbell Cello
3f2e6270.wav,Fart Shatter Oboe
3f303b25.wav,Gong Trumpet Double_bass
3f3263b9.wav,Trumpet Double_bass Telephone
3f3bafb3.wav,Gunshot_or_gunfire Violin_or_fiddle Bass_drum
3f3dd3e8.wav,Writing Shatter Meow
3f40a829.wav,Electric_piano Computer_keyboard Bass_drum
3f40ac16.wav,Cello Squeak Tearing
3f4a067b.wav,Bark Finger_snapping Bass_drum
3f602de6.wav,Acoustic_guitar Acoustic_guitar Trumpet
3f6727f4.wav,Flute Snare_drum Cough
3f738b52.wav,Trumpet Tambourine Keys_jangling
3f76367a.wav,Drawer_open_or_close Bus Double_bass
3f791105.wav,Snare_drum Tearing Hi-hat
3f7c6870.wav,Snare_drum Applause Acoustic_guitar
3f87a744.wav,Microwave_oven Hi-hat Trumpet
3f911b76.wav,Acoustic_guitar Cough Burping_or_eructation
3f99d678.wav,Shatter Saxophone Keys_jangling
3f9d6c47.wav,Writing Burping_or_eructation Laughter
3fa164e1.wav,Fireworks Bass_drum Tearing
3fab210e.wav,Laughter Flute Squeak
3fad1612.wav,Squeak Double_bass Gunshot_or_gunfire
3fae1ab5.wav,Oboe Harmonica Telephone
3fb0052f.wav,Fireworks Cough Burping_or_eructation
3fb4698b.wav,Trumpet Snare_drum Cough
3fb68fe3.wav,Microwave_oven Meow Knock
3fbd5abc.wav,Saxophone Hi-hat Violin_or_fiddle
3fc65312.wav,Microwave_oven Hi-hat Trumpet
3fc75e60.wav,Bass_drum Acoustic_guitar Double_bass
3fcb5349.wav,Microwave_oven Telephone Writing
3fd64e31.wav,Violin_or_fiddle Cowbell Meow
3fea7b99.wav,Snare_drum Fart Writing
3ff1968b.wav,Tearing Acoustic_guitar Knock
3ff897bb.wav,Telephone Acoustic_guitar Shatter
3ffa47a3.wav,Saxophone Computer_keyboard Flute
400b666e.wav,Tambourine Hi-hat Squeak
40188a92.wav,Clarinet Flute Cello
401abadb.wav,Fart Bus Fart
40290b3a.wav,Acoustic_guitar Violin_or_fiddle Saxophone
402e665f.wav,Writing Bus Drawer_open_or_close
40407708.wav,Hi-hat Burping_or_eructation Squeak
4041035d.wav,Saxophone Squeak Cowbell
40593f71.wav,Finger_snapping Hi-hat Gong
406845db.wav,Writing Flute Electric_piano
4069fc99.wav,Drawer_open_or_close Tearing Double_bass
406c7d4a.wav,Writing Clarinet Drawer_open_or_close
406e49e3.wav,Cowbell Applause Tearing
4071d518.wav,Finger_snapping Burping_or_eructation Harmonica
4072a67c.wav,Bass_drum Meow Acoustic_guitar
4085b42c.wav,Tearing Keys_jangling Meow
408a70d4.wav,Acoustic_guitar Tambourine Bass_drum
40902dc6.wav,Saxophone Burping_or_eructation Fart
40ae955f.wav,Applause Glockenspiel Knock
40c428f4.wav,Shatter Acoustic_guitar Snare_drum
40c67abd.wav,Tambourine Bus Saxophone
40c7fc93.wav,Bark Gunshot_or_gunfire Tambourine
40d267d4.wav,Shatter Burping_or_eructation Drawer_open_or_close
40d3c212.wav,Gong Violin_or_fiddle Fireworks
40ee7f27.wav,Oboe Shatter Squeak
40f595b9.wav,Laughter Meow Acoustic_guitar
40f7e04d.wav,Saxophone Violin_or_fiddle Laughter
40f8b146.wav,Burping_or_eructation Flute Bark
40ff635f.wav,Fart Bass_drum Squeak
4110cbce.wav,Violin_or_fiddle Bark Saxophone
41111461.wav,Saxophone Clarinet Fart
411418ba.wav,Knock Flute Burping_or_eructation
41213cff.wav,Tambourine Saxophone Scissors
412b1b28.wav,Snare_drum Squeak Trumpet
4149610d.wav,Snare_drum Bark Violin_or_fiddle
414aebb7.wav,Violin_or_fiddle Clarinet Cello
414bb5ac.wav,Computer_keyboard Burping_or_eructation Cowbell
414eba60.wav,Gong Squeak Fireworks
4153a364.wav,Gunshot_or_gunfire Fireworks Gong
4157ee19.wav,Fart Computer_keyboard Double_bass
41634ab8.wav,Microwave_oven Tambourine Gunshot_or_gunfire
41696937.wav,Gunshot_or_gunfire Tearing Microwave_oven
416d2ced.wav,Acoustic_guitar Electric_piano Bus
41703f1f.wav,Applause Fart Shatter
41709be8.wav,Writing Gong Acoustic_guitar
41715c37.wav,Saxophone Fart Hi-hat
41780230.wav,Violin_or_fiddle Squeak Fart
4184eb4e.wav,Gong Fireworks Gunshot_or_gunfire
4185a415.wav,Burping_or_eructation Shatter Cello
4186cc4c.wav,Fart Double_bass Clarinet
418f1a5a.wav,Glockenspiel Tearing Cello
41990e60.wav,Keys_jangling Fart Meow
419941be.wav,Burping_or_eructation Tambourine Fart
4199d0f0.wav,Clarinet Tambourine Hi-hat
419afd97.wav,Burping_or_eructation Trumpet Laughter
419c12ce.wav,Clarinet Writing Trumpet
41a655a6.wav,Knock Acoustic_guitar Electric_piano
41a968ad.wav,Flute Scissors Chime
41b4cd96.wav,Writing Burping_or_eructation Scissors
41b78889.wav,Burping_or_eructation Burping_or_eructation Clarinet
41b8423a.wav,Bass_drum Saxophone Knock
41bb589f.wav,Clarinet Bass_drum Gunshot_or_gunfire
41bba462.wav,Double_bass Gong Drawer_open_or_close
41c0bf03.wav,Violin_or_fiddle Writing Scissors
41c5de96.wav,Double_bass Computer_keyboard Harmonica
41d04003.wav,Gong Cough Squeak
41d16d00.wav,Bass_drum Finger_snapping Gunshot_or_gunfire
41d3e434.wav,Flute Finger_snapping Cello
41d5296e.wav,Squeak Gong Drawer_open_or_close
41d8cb59.wav,Tambourine Chime Clarinet
41eaa621.wav,Drawer_open_or_close Saxophone Laughter
41ebdb67.wav,Harmonica Saxophone Fireworks
41ed04fc.wav,Flute Laughter Flute
41ee0c63.wav,Burping_or_eructation Violin_or_fiddle Writing
41fd4d3b.wav,Saxophone Bass_drum Snare_drum
4208414a.wav,Tambourine Electric_piano Flute
420ee57b.wav,Squeak Laughter Finger_snapping
420f2b99.wav,Writing Hi-hat Applause
421d2407.wav,Telephone Writing Telephone
4223de81.wav,Keys_jangling Oboe Chime
4225570f.wav,Fart Electric_piano Telephone
42260c5c.wav,Applause Cough Cello
42291a44.wav,Squeak Cowbell Double_bass
422b26aa.wav,Laughter Fart Cowbell
422b9509.wav,Hi-hat Chime Cello
422e0266.wav,Shatter Drawer_open_or_close Chime
4239c7d3.wav,Cough Tearing Shatter
423afcad.wav,Applause Keys_jangling Burping_or_eructation
4252d0e8.wav,Meow Gunshot_or_gunfire Snare_drum
42557556.wav,Flute Cello Shatter
425b49f2.wav,Keys_jangling Laughter Chime
425fdc34.wav,Flute Tearing Gunshot_or_gunfire
426189f7.wav,Double_bass Tambourine Electric_piano
4263ad5d.wav,Cello Squeak Burping_or_eructation
4269ed34.wav,Burping_or_eructation Squeak Hi-hat
426e5b78.wav,Shatter Fart Acoustic_guitar
4272aa40.wav,Cello Drawer_open_or_close Tearing
427f30fd.wav,Drawer_open_or_close Finger_snapping Fart
4280e5dd.wav,Drawer_open_or_close Tearing Microwave_oven
429341b0.wav,Bass_drum Tambourine Writing
42953ec5.wav,Knock Bass_drum Bark
42a32da8.wav,Hi-hat Oboe Fart
42aea0ea.wav,Writing Glockenspiel Acoustic_guitar
42afb95e.wav,Bus Flute Cello
42afd261.wav,Fart Keys_jangling Finger_snapping
42b8fcae.wav,Clarinet Oboe Trumpet
42bb6329.wav,Burping_or_eructation Glockenspiel Fart
42ca4247.wav,Flute Chime Chime
42cbde1c.wav,Double_bass Hi-hat Snare_drum
42cdab3a.wav,Hi-hat Drawer_open_or_close Telephone
42d318cd.wav,Squeak Hi-hat Keys_jangling
42d52fd2.wav,Cowbell Knock Tambourine
42d59b16.wav,Writing Burping_or_eructation Meow
42dc7f91.wav,Acoustic_guitar Keys_jangling Cough
42e300f5.wav,Gong Harmonica Flute
42e35bad.wav,Snare_drum Cough Squeak
42f2c1a0.wav,Meow Bark Chime
430a19a8.wav,Burping_or_eructation Hi-hat Trumpet
430dfbd9.wav,Acoustic_guitar Gong Bark
43159367.wav,Knock Double_bass Saxophone
4315de2d.wav,Shatter Trumpet Tambourine
432d77c9.wav,Bark Fireworks Scissors
433221cb.wav,Cello Fart Glockenspiel
433490d3.wav,Bark Hi-hat Flute
43369aab.wav,Chime Electric_piano Trumpet
433726c5.wav,Tambourine Snare_drum Cello
433cee10.wav,Acoustic_guitar Fart Meow
433d59e7.wav,Cello Knock Hi-hat
4342d13c.wav,Applause Cello Hi-hat
4344dcbc.wav,Clarinet Burping_or_eructation Trumpet
4348f2de.wav,Cowbell Double_bass Knock
435117ac.wav,Trumpet Bark Trumpet
43527286.wav,Snare_drum Writing Meow
4359791d.wav,Bark Laughter Knock
435f233f.wav,Cowbell Fart Microwave_oven
436251a7.wav,Clarinet Cello Violin_or_fiddle
4368932b.wav,Microwave_oven Gong Hi-hat
436bee29.wav,Violin_or_fiddle Squeak Knock
43723640.wav,Drawer_open_or_close Shatter Tambourine
437240d8.wav,Bass_drum Trumpet Laughter
4376e24a.wav,Violin_or_fiddle Acoustic_guitar Acoustic_guitar
43797ad7.wav,Burping_or_eructation Shatter Harmonica
438807a4.wav,Applause Applause Cough
4394a26d.wav,Fart Bass_drum Bark
439acbcc.wav,Fart Violin_or_fiddle Hi-hat
439e78ae.wav,Applause Writing Electric_piano
43a8dfc1.wav,Gunshot_or_gunfire Acoustic_guitar Microwave_oven
43b55a5d.wav,Gong Fart Laughter
43cf9d13.wav,Drawer_open_or_close Bass_drum Telephone
43d8eea2.wav,Cello Telephone Hi-hat
43da9b4d.wav,Tambourine Violin_or_fiddle Cough
43e0376c.wav,Cowbell Snare_drum Writing
43e0f3a3.wav,Violin_or_fiddle Drawer_open_or_close Meow
43e107d9.wav,Applause Tambourine Tearing
43e22dad.wav,Gong Flute Writing
43e2dc35.wav,Snare_drum Applause Violin_or_fiddle
43e5e3df.wav,Fart Shatter Tearing
43f06615.wav,Chime Clarinet Computer_keyboard
43f62beb.wav,Harmonica Knock Snare_drum
440676f2.wav,Acoustic_guitar Shatter Chime
440e4313.wav,Flute Meow Knock
441b8b36.wav,Knock Fart Meow
441f68a6.wav,Trumpet Bark Snare_drum
442122eb.wav,Burping_or_eructation Bass_drum Fireworks
4421aca7.wav,Tambourine Drawer_open_or_close Flute
44301102.wav,Violin_or_fiddle Saxophone Tearing
443a5ad9.wav,Laughter Harmonica Hi-hat
443a8448.wav,Drawer_open_or_close Gong Computer_keyboard
44481c55.wav,Chime Violin_or_fiddle Trumpet
444e5a52.wav,Burping_or_eructation Bus Knock
445d871d.wav,Saxophone Bass_drum Bus
44754cde.wav,Tambourine Applause Double_bass
447a55a5.wav,Fireworks Snare_drum Cowbell
44849d17.wav,Cello Telephone Laughter
4485c487.wav,Electric_piano Oboe Harmonica
448757e5.wav,Tearing Saxophone Fart
4493afc5.wav,Applause Flute Saxophone
449d3555.wav,Trumpet Cello Burping_or_eructation
449d6af5.wav,Writing Writing Bark
449d9159.wav,Harmonica Knock Laughter
44a42dd2.wav,Applause Cello Double_bass
44a6f376.wav,Hi-hat Fart Snare_drum
44c128ad.wav,Hi-hat Double_bass Drawer_open_or_close
44d2ab87.wav,Trumpet Fart Cough
44dc2132.wav,Cough Finger_snapping Bass_drum
44dd2d14.wav,Tambourine Fireworks Saxophone
44dd9e3d.wav,Tearing Saxophone Applause
44e47a45.wav,Tambourine Microwave_oven Telephone
44e4f598.wav,Tearing Computer_keyboard Finger_snapping
44e718d7.wav,Glockenspiel Gunshot_or_gunfire Bass_drum
44ec65ad.wav,Cello Computer_keyboard Clarinet
44fbdcda.wav,Squeak Flute Clarinet
4502efbb.wav,Clarinet Applause Glockenspiel
45058571.wav,Flute Knock Flute
450737a6.wav,Meow Fireworks Telephone
450a1f1d.wav,Microwave_oven Squeak Laughter
451ae01d.wav,Cello Snare_drum Bass_drum
451d1eb2.wav,Violin_or_fiddle Meow Fart
452da28b.wav,Flute Knock Gong
453ad56d.wav,Oboe Fireworks Violin_or_fiddle
453cf630.wav,Tearing Scissors Tearing
4540623e.wav,Cello Shatter Bass_drum
454ba8cb.wav,Gong Glockenspiel Saxophone
45546432.wav,Fart Bass_drum Violin_or_fiddle
4567c53c.wav,Laughter Double_bass Tearing
456a12f6.wav,Knock Fart Trumpet
456e055b.wav,Trumpet Bark Laughter
456f7d5d.wav,Writing Snare_drum Tambourine
458029d9.wav,Saxophone Burping_or_eructation Cowbell
458ef7b4.wav,Bus Snare_drum Saxophone
45931ee9.wav,Acoustic_guitar Saxophone Harmonica
45938169.wav,Bark Shatter Hi-hat
45976cf7.wav,Acoustic_guitar Applause Acoustic_guitar
45acd2f0.wav,Flute Violin_or_fiddle Oboe
45ad265c.wav,Finger_snapping Gong Burping_or_eructation
45af02b1.wav,Cowbell Finger_snapping Violin_or_fiddle
45b218b2.wav,Shatter Violin_or_fiddle Scissors
45d66815.wav,Violin_or_fiddle Tearing Meow
45d72a23.wav,Cello Fireworks Cello
45da6408.wav,Squeak Trumpet Computer_keyboard
45da8abe.wav,Microwave_oven Oboe Telephone
45e681c2.wav,Applause Laughter Violin_or_fiddle
45efe793.wav,Violin_or_fiddle Computer_keyboard Scissors
45f7e58b.wav,Hi-hat Oboe Clarinet
45fbe67a.wav,Oboe Flute Drawer_open_or_close
45fc6c9b.wav,Gunshot_or_gunfire Hi-hat Telephone
45fd564e.wav,Shatter Gong Applause
46121269.wav,Oboe Hi-hat Cello
46186ebd.wav,Squeak Electric_piano Harmonica
46200873.wav,Bus Cough Acoustic_guitar
462a705d.wav,Tearing Saxophone Telephone
462c7777.wav,Scissors Gunshot_or_gunfire Fireworks
462ec068.wav,Writing Double_bass Finger_snapping
46321665.wav,Bass_drum Trumpet Bass_drum
46380229.wav,Knock Clarinet Tambourine
463d4298.wav,Double_bass Acoustic_guitar Burping_or_eructation
463de778.wav,Meow Scissors Microwave_oven
463e231d.wav,Trumpet Fireworks Shatter
4646a6e3.wav,Drawer_open_or_close Scissors Meow
464ae66b.wav,Cowbell Bark Snare_drum
465c6192.wav,Violin_or_fiddle Trumpet Tambourine
46622a4c.wav,Burping_or_eructation Trumpet Saxophone
466647df.wav,Cello Snare_drum Burping_or_eructation
4666bee5.wav,Violin_or_fiddle Hi-hat Squeak
466e8bab.wav,Shatter Burping_or_eructation Acoustic_guitar
467c5a5a.wav,Bark Clarinet Violin_or_fiddle
4683f13c.wav,Tearing Snare_drum Laughter
4698193e.wav,Fireworks Writing Trumpet
4699c352.wav,Bark Harmonica Double_bass
46a20346.wav,Clarinet Acoustic_guitar Acoustic_guitar
46a24375.wav,Laughter Burping_or_eructation Squeak
46a4d46b.wav,Fart Tearing Laughter
46ab7601.wav,Violin_or_fiddle Applause Gong
46aebc33.wav,Cowbell Burping_or_eructation Tambourine
46b06055.wav,Electric_piano Oboe Clarinet
46b5a369.wav,Shatter Acoustic_guitar Shatter
46d15a22.wav,Trumpet Acoustic_guitar Applause
46e1f70a.wav,Electric_piano Saxophone Clarinet
46f07933.wav,Electric_piano Writing Clarinet
46f0b51b.wav,Cowbell Trumpet Cello
4706cebd.wav,Violin_or_fiddle Trumpet Writing
471a6fca.wav,Double_bass Trumpet Bark
471ab81d.wav,Acoustic_guitar Gunshot_or_gunfire Laughter
47268a0a.wav,Finger_snapping Cello Applause
47333aac.wav,Fart Bus Cello
4733f511.wav,Cowbell Tambourine Fart
473bd952.wav,Scissors Knock Oboe
473e9a47.wav,Applause Oboe Laughter
4741ae62.wav,Trumpet Telephone Cello
47494a3a.wav,Squeak Applause Burping_or_eructation
47538a81.wav,Shatter Writing Clarinet
47542ddc.wav,Fireworks Snare_drum Trumpet
47744c05.wav,Squeak Chime Chime
47793988.wav,Squeak Acoustic_guitar Keys_jangling
47795659.wav,Applause Flute Hi-hat
47913bc5.wav,Hi-hat Keys_jangling Snare_drum
4797fc8b.wav,Flute Applause Microwave_oven
479ab3cf.wav,Tambourine Burping_or_eructation Fireworks
479d9994.wav,Cello Tearing Bus
47a26734.wav,Knock Bark Laughter
47ac630d.wav,Gong Fireworks Violin_or_fiddle
47acbfcd.wav,Bass_drum Hi-hat Cough
47af6236.wav,Flute Clarinet Trumpet
47b7eb95.wav,Tambourine Telephone Saxophone
47bba234.wav,Acoustic_guitar Knock Violin_or_fiddle
47c48965.wav,Clarinet Bus Acoustic_guitar
47c57028.wav,Oboe Snare_drum Cowbell
47ca6f5b.wav,Cough Laughter Saxophone
47e5c682.wav,Clarinet Tambourine Chime
47eba90e.wav,Violin_or_fiddle Finger_snapping Saxophone
47ebd5f5.wav,Flute Applause Shatter
47f5e3e1.wav,Flute Trumpet Tearing
47f7b3fa.wav,Electric_piano Glockenspiel Gong
47fa98ea.wav,Fart Trumpet Gong
480fb007.wav,Acoustic_guitar Cough Oboe
481623f9.wav,Bark Burping_or_eructation Tambourine
48165dd3.wav,Violin_or_fiddle Applause Writing
481c84da.wav,Acoustic_guitar Clarinet Cowbell
481f3844.wav,Writing Microwave_oven Bark
48395d1c.wav,Fart Saxophone Double_bass
483c028d.wav,Harmonica Cello Cough
483feb77.wav,Gong Tearing Gunshot_or_gunfire
48432e76.wav,Hi-hat Applause Clarinet
484e69ce.wav,Oboe Double_bass Shatter
484e96f4.wav,Telephone Gunshot_or_gunfire Computer_keyboard
4854915c.wav,Harmonica Fireworks Violin_or_fiddle
486c058b.wav,Fart Trumpet Burping_or_eructation
487673e8.wav,Keys_jangling Glockenspiel Fireworks
487c9504.wav,Cowbell Hi-hat Oboe
487d8ae9.wav,Knock Squeak Double_bass
48882234.wav,Squeak Bass_drum Writing
488a5d9c.wav,Shatter Scissors Bass_drum
4897e0db.wav,Hi-hat Fart Acoustic_guitar
48b961a9.wav,Knock Squeak Squeak
48bd49b9.wav,Clarinet Squeak Cowbell
48c1ce6c.wav,Oboe Saxophone Bus
48f58974.wav,Trumpet Double_bass Laughter
48fa052d.wav,Gong Cough Fart
49205e83.wav,Knock Tambourine Shatter
4921dd6d.wav,Saxophone Bass_drum Fireworks
4924e7be.wav,Telephone Laughter Fireworks
492bacbe.wav,Electric_piano Snare_drum Electric_piano
49310d66.wav,Violin_or_fiddle Bus Acoustic_guitar
493d920d.wav,Knock Clarinet Bark
493de99c.wav,Writing Snare_drum Laughter
4945a7fc.wav,Tearing Chime Applause
4956d8c6.wav,Finger_snapping Cowbell Saxophone
495abf50.wav,Tambourine Violin_or_fiddle Cello
49621e76.wav,Trumpet Tearing Bark
4963c12c.wav,Bus Computer_keyboard Computer_keyboard
496c25c5.wav,Clarinet Snare_drum Bark
497a9201.wav,Electric_piano Double_bass Double_bass
497ee9c2.wav,Gunshot_or_gunfire Oboe Applause
49813fc2.wav,Electric_piano Violin_or_fiddle Double_bass
4984a1ab.wav,Trumpet Knock Knock
49858525.wav,Cello Cough Harmonica
498d2229.wav,Tambourine Clarinet Drawer_open_or_close
49926852.wav,Oboe Harmonica Double_bass
4998e51d.wav,Violin_or_fiddle Hi-hat Applause
499b0581.wav,Electric_piano Laughter Scissors
499d675b.wav,Fart Saxophone Tearing
49a4b8d6.wav,Microwave_oven Finger_snapping Burping_or_eructation
49b0be31.wav,Snare_drum Tearing Oboe
49c2d9f0.wav,Cello Squeak Chime
49c7e41d.wav,Fart Clarinet Bass_drum
49cb8e6b.wav,Microwave_oven Bass_drum Flute
49cf0482.wav,Trumpet Squeak Tearing
49db47e7.wav,Flute Chime Writing
49e1ad64.wav,Cough Computer_keyboard Flute
49e3ba53.wav,Chime Chime Tearing
49e4c056.wav,Clarinet Squeak Cough
49ef9965.wav,Computer_keyboard Tearing Knock
49f25a4c.wav,Laughter Knock Snare_drum
49f58bbf.wav,Gong Electric_piano Clarinet
49f76294.wav,Cowbell Double_bass Fireworks
49fd2563.wav,Burping_or_eructation Bass_drum Saxophone
4a0406d1.wav,Bus Tambourine Applause
4a0537ca.wav,Saxophone Meow Flute
4a1bb3e6.wav,Fireworks Trumpet Snare_drum
4a1f7e2a.wav,Burping_or_eructation Shatter Trumpet
4a21c3c1.wav,Telephone Applause Harmonica
4a28c8be.wav,Microwave_oven Saxophone Bass_drum
4a2b2fd3.wav,Clarinet Cello Knock
4a356ac1.wav,Violin_or_fiddle Hi-hat Gong
4a381906.wav,Fart Oboe Squeak
4a3fe930.wav,Applause Saxophone Squeak
4a463e20.wav,Saxophone Glockenspiel Computer_keyboard
4a4a7724.wav,Writing Scissors Hi-hat
4a51b1a7.wav,Keys_jangling Cello Burping_or_eructation
4a5464e8.wav,Flute Oboe Applause
4a6014e0.wav,Finger_snapping Cello Gunshot_or_gunfire
4a671831.wav,Squeak Bark Finger_snapping
4a7319b5.wav,Fart Knock Snare_drum
4a77eb20.wav,Knock Electric_piano Squeak
4a78fcf1.wav,Hi-hat Clarinet Bass_drum
4a7ff9bd.wav,Shatter Chime Laughter
4a80e0f1.wav,Knock Oboe Bus
4a821004.wav,Gong Fart Knock
4a8ac0e2.wav,Fireworks Writing Snare_drum
4a937381.wav,Clarinet Bass_drum Cello
4a9f387d.wav,Acoustic_guitar Bass_drum Gong
4aad15d9.wav,Cowbell Chime Violin_or_fiddle
4aaed176.wav,Electric_piano Laughter Trumpet
4ac9639e.wav,Drawer_open_or_close Laughter Tearing
4ad0c877.wav,Computer_keyboard Violin_or_fiddle Cowbell
4ad4658e.wav,Gong Bass_drum Fireworks
4ad9bfcc.wav,Fart Squeak Trumpet
4addb944.wav,Shatter Bark Fireworks
4adf7ff0.wav,Hi-hat Hi-hat Writing
4ae125fe.wav,Shatter Clarinet Violin_or_fiddle
4ae1e938.wav,Gong Cello Harmonica
4ae5ced1.wav,Tearing Snare_drum Harmonica
4afaf98b.wav,Clarinet Hi-hat Cough
4b03005b.wav,Microwave_oven Cowbell Computer_keyboard
4b035a2f.wav,Tearing Flute Laughter
4b036d3e.wav,Cello Acoustic_guitar Double_bass
4b14fec0.wav,Bark Hi-hat Writing
4b1af84f.wav,Knock Microwave_oven Acoustic_guitar
4b2a9165.wav,Burping_or_eructation Shatter Bass_drum
4b2f981f.wav,Laughter Bass_drum Electric_piano
4b33f11f.wav,Finger_snapping Laughter Tearing
4b42bacb.wav,Bark Tearing Bass_drum
4b4367eb.wav,Applause Applause Burping_or_eructation
4b500664.wav,Bass_drum Snare_drum Knock
4b5e544c.wav,Laughter Trumpet Saxophone
4b61f887.wav,Gong Hi-hat Laughter
4b746e56.wav,Chime Keys_jangling Clarinet
4b75ac3f.wav,Oboe Gong Fireworks
4b835e6e.wav,Oboe Bass_drum Trumpet
4b896440.wav,Telephone Violin_or_fiddle Electric_piano
4b8aa2a7.wav,Squeak Violin_or_fiddle Knock
4b95c616.wav,Bus Hi-hat Snare_drum
4b9b7a53.wav,Trumpet Saxophone Acoustic_guitar
4ba2abc8.wav,Microwave_oven Glockenspiel Tambourine
