fname,label,manually_verified,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19
488b452c.wav,Snare_drum,1,-59.83921502346791,-87.01325373676771,-163.5975048747503,-231.2932211837192,-286.000400399765,-324.5878897970988,-361.75473531810815,-400.7363549321293,-443.3675785286707,-476.29664589070694,-490.83657893898203,-507.0264331332249,-534.5019748374289,-561.3578222171586,-597.861600013263,-626.1285390500913,-644.1530322861316,-660.247404172181,-675.8886918641717,-696.3411754220095
4891b110.wav,Flute,1,-560.4248151678075,-560.5807017753608,-553.6613945978985,-538.9964708462751,-523.8041589748823,-512.9710431752169,-509.3676558948223,-506.4610054701156,-502.44039401294077,-496.93698420261615,-493.1397228089364,-496.7237548536493,-501.63790373229295,-497.95582318013277,-463.175472666183,-455.43865570481375,-478.6423192524013,-502.2234475940758,-509.5026071177772,-516.2867600879922
489294d5.wav,Gong,0,-118.5053290526843,-128.9038350146303,-199.9289005791417,-254.66588182520022,-284.34512835217845,-302.22929977880614,-311.23643509214924,-323.1058834813038,-332.0195887717323,-335.22864474811934,-340.2672791350746,-344.8448257774935,-350.67882773771385,-355.6443556630687,-358.19300032693906,-365.8381796173044,-369.0864132965304,-370.66616137332005,-375.9198556944513,-380.5238607470927
4893a0fa.wav,Squeak,0,-652.8056909932099,-541.1489267750584,-449.75404480951886,-346.7511412172812,-321.7166317723385,-363.496124513537,-379.0562092025517,-376.54985676509693,-364.8222723614482,-293.47537881166517,-265.937676353723,-290.21897505319555,-328.00004171316516,-346.3352956825673,-352.24626143503895,-371.2968944542806,-398.8361526723706,-383.6931857593094,-329.0561324290629,-316.20570502463045
4899ecfa.wav,Snare_drum,0,-711.3421257091668,-710.9955357861719,-711.6899837480414,-713.2090695494709,-711.8448875030322,-712.0463997536475,-712.1872406241423,-709.8497107020212,-712.4884789093446,-712.1378506878988,-710.6613790633863,-713.7316654166324,-715.5592911327659,-714.357480373885,-713.5217726530793,-713.6927175445358,-585.2960408698492,-90.90126260699309,-3.8671039046229287,-15.26033605099742
48a75b1f.wav,Violin_or_fiddle,1,-414.9505262349238,-355.22613828161406,-285.13808317173175,-256.5607131823614,-256.35350063463886,-243.02078736456346,-245.36611683255208,-258.3038756485072,-264.99410777404677,-278.16717986689923,-272.0018329683708,-264.6709888115708,-258.89391994027136,-254.39208955233298,-261.2348411338462,-256.7148672364153,-255.2376075038087,-256.66102091413563,-258.23095927317127,-260.60997189860524
48adfdb2.wav,Tambourine,0,-324.35565393503765,-332.84106521503577,-384.92372014068553,-355.2265121227305,-352.49393435564224,-369.6356340453939,-341.68982187830863,-353.1140202081011,-411.91906544883716,-392.0748526763077,-383.06865857751757,-433.4028564383686,-414.4809894721201,-368.17680293124954,-388.2449237811746,-443.67976705555924,-415.6793689960685,-388.9521697285949,-436.79803279002954,-482.6664355167393
48b17f9f.wav,Writing,1,-693.5078718295199,-526.1463508891044,-455.8777749710445,-439.4684024286918,-444.4832277429846,-445.8422408847778,-441.57258741893423,-439.677949359026,-444.1641645129596,-450.1859436740071,-466.0407492214427,-488.41302943599214,-485.2078226527451,-419.5494385699723,-383.1401373861264,-421.03062429276173,-467.130216331817,-490.7705547477613,-501.47963469526536,-437.118435411446
48b4f099.wav,Burping_or_eructation,0,-502.27171374794676,-501.57404050638087,-501.18622784959126,-500.6262691156744,-499.155740342994,-497.0738862377334,-495.88649099316285,-493.19971591265863,-491.87640489714875,-491.3399677264315,-487.9988900097649,-484.9215042077571,-482.8333903198954,-480.35566737908596,-480.41137537398356,-478.1308608280205,-474.35213715010144,-475.19249508346036,-477.0722954855333,-479.4902938818942
48b67c44.wav,Squeak,1,-376.22799999798633,-313.5745372587146,-292.3941117931297,-294.2593655234064,-290.67658419981353,-295.31520012078994,-301.9467849849504,-305.89116742899375,-297.4976151263215,-278.74656794872135,-280.04500571234917,-280.8737234412377,-263.221029693728,-262.0172584501243,-267.5489599060779,-256.4417316811322,-224.95091246590422,-210.19629252720216,-213.79903697884157,-226.83938826231122
48ba4a7a.wav,Clarinet,0,-637.0574862669524,-637.0073703276022,-644.6994327872706,-653.2483788698379,-660.8691855876266,-669.5587230203056,-680.1756582945578,-692.4238254664226,-698.4029767138564,-697.2273439763725,-670.945681996741,-638.519418543313,-606.7997578102145,-585.0560305314096,-575.0156235864024,-563.6388363816653,-548.5320112179526,-537.0855105449114,-531.198539125214,-529.1011176984867
48bf11ac.wav,Gong,0,-264.93376948825227,-272.8337118385934,-302.9008658876308,-309.17496217832866,-287.66746451341317,-294.7902447868092,-315.4520127348311,-334.10427030495265,-348.8733860517123,-365.3668813111846,-382.27019648555114,-398.9862350496151,-405.96839985245134,-416.5981551545269,-427.28380473419134,-434.1752883235433,-441.9893989833304,-450.68199961532764,-451.58194210294806,-453.36262505863203
48c06dee.wav,Drawer_open_or_close,1,-655.4309914827512,-652.5136181100142,-642.3235508760145,-627.2762497914943,-613.9551435983547,-598.6128755339928,-591.3837794700568,-577.0582146405122,-554.3838846538443,-517.5130111902222,-473.3421774678268,-441.18809100221796,-424.67988872731934,-418.7635139152494,-385.32164571233056,-334.8040635007394,-319.20784827693143,-337.371962590933,-306.99431731975693,-279.4770202682523
48ce73e6.wav,Telephone,1,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555,-635.3643341970555
48cf40dd.wav,Writing,0,-695.7457848061932,-675.8232434326994,-671.1512115945008,-672.9012392234529,-675.0699740922746,-676.7884562059373,-669.4617134748597,-671.9179982845172,-673.4803402414625,-672.7494322192965,-672.5110849845802,-670.5930415766124,-665.6864525660071,-665.1555410168969,-665.2602529894134,-666.6567205296781,-661.6959570977309,-659.7575259124344,-663.6982358480689,-670.2757107010223
48cfca3e.wav,Applause,0,-172.31756207745144,-173.94318172262155,-194.22200823599437,-208.26302143952736,-209.52701264794894,-218.56516511482633,-232.26818440162484,-238.28900711879913,-241.85839253620034,-240.14487567104774,-225.30275380553573,-209.88593858485618,-195.89226717994893,-192.51048832602893,-194.26653060694574,-202.63339379479217,-216.0051810630398,-230.86540503974243,-236.11303115854759,-236.48137392229492
48eb5b10.wav,Writing,0,-742.9285571965842,-712.0451651742688,-683.0173718590399,-549.7417580051117,-362.62534115600005,-326.7268063026577,-385.91874057688324,-406.757551056237,-334.09945186111474,-288.7399509550881,-257.59976000924996,-237.9584585125386,-243.77079332081624,-306.2144970026905,-404.8337370112146,-386.9859864770372,-402.62222187336795,-494.10413786923067,-588.8825271703886,-389.42484400316005
48ee4191.wav,Fireworks,0,-564.2629504442837,-540.4294015946797,-523.3143924053388,-514.4511148495933,-511.10722259092563,-509.92251178939955,-503.6857228006879,-504.8735871380793,-511.13740660500395,-512.6317714088121,-503.25135362732226,-503.82424678864254,-500.27652463337506,-481.66023906533405,-456.8604391056392,-429.0485298955123,-384.7042143387833,-355.03412073107177,-330.4082171987406,-252.42255777839975
48ffd19b.wav,Cello,0,-690.4069750453668,-692.9454973755821,-689.4371836006981,-661.3453562820371,-642.51928313526,-634.355502447176,-626.0637370105973,-615.150006604537,-605.2874399855164,-597.120194374752,-595.0356882717041,-603.0140279391131,-604.6170041700694,-591.3975601738562,-566.803685776138,-513.8776390532875,-471.32330058320923,-452.1134545806441,-447.6040024791085,-434.64312176778037
4900d8a0.wav,Bark,1,-528.113246843974,-528.113246843974,-528.113246843974,-528.113246843974,-528.113246843974,-510.6741885836675,-416.9403094850894,-307.3085367923857,-204.85982769671094,-86.28920441857494,-1.7731413917818544,50.290242201634676,58.096602318635526,18.58614355779442,-27.77683370800185,-55.258878870295646,-78.64549116156323,-160.97667475531355,-282.05168223229214,-341.76542240666566
490a435d.wav,Burping_or_eructation,1,-759.4235185391273,-722.022515086963,-703.9053224474842,-719.285147478314,-731.7111441933891,-733.4974521217711,-738.5342001314017,-733.373528878062,-732.7790967322769,-730.7225906586505,-735.4142475883186,-734.8370994971143,-728.6284361538155,-709.5396321001313,-660.5393303305361,-594.4186263725311,-617.4933655862393,-708.3882439946839,-715.3883084062637,-720.9190217159686
490b5f4d.wav,Microwave_oven,0,-594.1758588722695,-542.2783250536538,-490.16569499984024,-460.48842454983856,-453.85655249487314,-458.6638119447982,-461.83115745342093,-462.2175898274526,-447.32120342327465,-443.39603871378256,-440.93779247571206,-384.72903154632496,-325.2289921273534,-235.68449599855293,-176.51976897007867,-202.50673802275753,-294.0652754289994,-353.5068629268033,-382.6286161789734,-398.5080885431876
491b140e.wav,Fart,0,-635.6369181831355,-573.1371158514424,-355.94916500797063,-305.7575514116526,-326.94313308744006,-337.36922181575466,-344.91077205052403,-355.00309272762075,-351.80173548464956,-322.3816480349257,-312.2263190931329,-322.4243833083304,-310.2421823001115,-300.02223530088133,-299.21428124072617,-296.2306400159476,-301.5921179005059,-302.4718423928556,-306.9057675995902,-313.0898095260221
491c0d87.wav,Fireworks,0,71.31324933864687,47.278463279128154,-1.3755867045884043,-16.267437490319892,-34.39895152484725,-44.14489649314291,-45.28104180988466,-37.16802686689506,-52.762538400920185,-71.63451759041118,-66.1143722564278,-60.93960675395622,-88.42860174664828,-103.13805353891343,-105.47615071054169,-110.5668410264754,-111.81339308914875,-121.81491191825678,-116.61340296115426,-91.96888708360473
49223304.wav,Double_bass,0,-287.6040131459899,-250.03791845381429,-208.68224739994366,-195.52432757545347,-190.44489781818814,-190.17143724697607,-186.83409010664903,-184.1459889466811,-180.1218725424554,-177.07197202993814,-180.29207065358213,-184.91625305790504,-189.7733730849228,-192.440998441841,-191.4179129721934,-190.7529746802712,-188.78746991595213,-189.1357192255835,-185.804561482015,-187.58562686450554
49259032.wav,Knock,0,-564.5185624426551,-530.6911872000577,-276.43897866024355,-137.27323902407022,-132.34396175145974,-223.5793414983498,-298.6776692080796,-350.5018391433681,-384.26368771090273,-412.63477159594237,-433.74678215522584,-455.2330529512833,-463.83493853465006,-472.69087598706517,-487.25908614990266,-496.3311567932286,-499.39863535512455,-501.86808262261087,-509.2990131822429,-294.5376829737062
49264930.wav,Writing,0,-456.62995253270424,-444.1351035895172,-417.1804580393742,-423.11449329816134,-452.8003306310269,-471.95128665285387,-452.6639211074035,-432.65644235974725,-437.35245181243124,-451.9674939601033,-425.6842801233757,-410.36734843710025,-441.38537661508514,-487.59157388617365,-495.08220270581444,-463.8406308554434,-460.8052304326135,-477.8721699600506,-464.58500221843633,-450.92277868391045
49278b45.wav,Oboe,1,-647.4279685025382,-634.8256666885956,-625.6970494410505,-627.7182867197611,-637.6258197949451,-643.7462570161703,-540.0604176812667,-432.9761832966765,-335.81733500769485,-277.2727275051617,-282.1934468333929,-293.11258805377935,-293.9045226594358,-282.3926224300453,-283.99601398980684,-309.3262074108087,-318.28188752901036,-317.5928974156066,-322.2920238876806,-324.0530664114273
49345c2f.wav,Meow,1,-571.0437467302535,-497.72034384296285,-440.8012024168138,-417.7439107599304,-405.9684576246577,-370.6809646943181,-322.989444209902,-290.39434916565494,-267.83079769997255,-263.11468588840864,-244.80857913424276,-250.41664300366165,-262.9518682962203,-268.9541442903881,-256.44735803927,-251.59086839785905,-238.9769079573613,-231.316822651118,-231.4827942512073,-238.83384334715183
493a0b43.wav,Burping_or_eructation,0,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585,-623.6760652498585
493bdd89.wav,Burping_or_eructation,0,-476.97504378888283,-471.4862564618119,-466.739750147756,-452.43218193014934,-448.60676490791377,-458.99830245449556,-465.81463224402955,-466.76517651578285,-465.4545018089882,-464.0384124191864,-376.42474073646963,-315.699357071262,-327.8924049935189,-385.69645406581304,-439.6934467698867,-413.78140130348953,-288.9102993336441,-235.83742505888574,-189.9778581807024,-88.2796286407796
493c247b.wav,Hi-hat,1,-121.87463139617087,-109.16505793192086,-112.50880699498373,-134.65856201472087,-165.04648210414857,-184.12171487345856,-197.0353928554474,-195.08247420343332,-193.04341005749876,-196.66401449029786,-206.88695373687182,-224.31612888538785,-220.57286409122884,-217.61754156176173,-230.91002013964038,-230.65270387689773,-235.00556393928653,-246.22052256688167,-257.9443298357766,-265.63008869759153
49498a6d.wav,Squeak,0,-582.7420461503214,-583.5064328728279,-581.5739092746664,-577.8100341928921,-577.2257516345555,-576.5829848812393,-575.537756186022,-570.2240503828172,-556.6121501291884,-527.4478572845212,-508.8037226688916,-483.0957876188449,-444.1887406199496,-422.8854908494815,-392.96252195142074,-364.8846237092969,-336.47951442471674,-329.08079642679996,-304.1969033921066,-280.4280285371343
49530e8c.wav,Electric_piano,1,-105.13850733241586,-145.59611331963697,-238.5729584847134,-240.4184343930501,-245.40650614127836,-257.58696262619895,-254.14235822066175,-260.4839480392546,-273.597859807018,-265.70512260105244,-260.82153454660215,-246.08890004351042,-240.39500095515658,-250.47653611261117,-263.64285616321223,-268.50443021898775,-261.53228120678205,-265.8070469700238,-277.47353580145364,-272.2640577528538
4957c12d.wav,Acoustic_guitar,1,-44.582225529047214,-62.00531380540211,-101.07369573087557,-114.60668837853763,-126.5431609496761,-139.14235171697197,-148.05318634586445,-156.85621528404982,-166.700506073855,-176.94580014948608,-186.51798693713826,-194.10388146105515,-203.09245428493335,-210.53273331439718,-218.77772850226793,-222.76623337385178,-228.541464722788,-235.85613100567338,-242.84001134547503,-248.6468424332211
495cca46.wav,Bass_drum,1,-86.48403126463103,-137.47404905604566,-370.0375502049391,-411.9359866162423,-423.6226131018446,-434.85763297204113,-449.9792889866351,-459.9436610172474,-465.4147442360596,-468.4124449693463,-470.52443348549707,-472.2145873002067,-475.2774869725475,-476.18265269261934,-477.8335855842139,-478.80854808826666,-481.01042278560845,-482.76030735122424,-483.81910525042156,-486.21934651860613
495d24da.wav,Microwave_oven,0,-901.2873491347601,-888.6135078631139,-884.6942977950026,-888.0634743235814,-888.0613357777463,-885.8761088228988,-683.4764156750615,-500.4944603219797,-405.4011992773438,-361.0049446737322,-387.21751260346736,-438.1356454476972,-435.98801444376585,-425.6164216840862,-419.5435357020287,-394.13392693315376,-382.1765219070644,-397.2701964827951,-405.5617544029078,-401.27945589983676
4965b412.wav,Fireworks,0,-603.4345222332337,-602.3018040223518,-589.7256889045204,-568.0813744625408,-545.9325254365349,-530.7593844225966,-516.7441023223248,-510.55770004933595,-491.0047995672133,-483.71601801904325,-482.92417836259807,-468.53854938023693,-456.55030002916334,-458.42344504789577,-457.48497669048396,-459.07956693879555,-466.8350528685155,-469.33450307171904,-462.35641424874495,-462.488096836448
49687332.wav,Hi-hat,0,-195.4175859274015,-193.8359502084486,-203.24803176278198,-217.9301823332674,-228.944073814536,-239.9516702663209,-243.70760645094794,-249.5577206484066,-256.6504981780984,-268.6196079638134,-275.6318008898116,-283.4618393032114,-304.4700727570638,-311.85867572057725,-312.48760973642015,-323.0289293695611,-336.9766975827735,-350.5786619082545,-357.04806968236153,-365.36744209447033
496a7539.wav,Writing,1,-509.8779391269191,-541.5503077654088,-585.9705894045269,-608.5183788878534,-618.4690316982665,-623.8518589055265,-631.7197804985439,-635.3262394092587,-635.3140526043258,-635.8231743193988,-633.4489296637834,-633.153211024327,-633.6164047340249,-633.6197278293223,-631.5299661464494,-622.0498951176609,-619.1915883581423,-621.7754807782801,-614.3190427069169,-607.4666378089479
49702d75.wav,Acoustic_guitar,1,-131.72063606659958,-140.1405083792003,-187.2149088124057,-216.34162302671945,-232.6089750163075,-243.2185313372333,-221.43313775661736,-198.58367284464762,-228.75407747700962,-321.36142968196316,-392.77186655974884,-418.40276940115297,-428.5797673231587,-441.24302055106386,-459.6554034427505,-477.7543444998733,-410.4110363001026,-319.383675589225,-222.66815624646696,-102.975551362371
497e8e00.wav,Violin_or_fiddle,1,-437.0143802017825,-388.0064595181291,-380.706651808351,-394.51607587718587,-402.3066868101326,-400.9766985944881,-395.05889600831546,-393.66446862396714,-390.72480624417335,-386.52689327510154,-382.1500937742068,-383.80351743427343,-378.98982726484394,-373.2721028310894,-370.1029312823663,-366.1070868615012,-368.9849340027998,-373.2732026760709,-365.86683264051254,-362.2789371268147
499a352d.wav,Electric_piano,1,-406.6181103556952,-412.87455950216423,-433.80853617355353,-435.61372036061096,-434.2022699266083,-436.5519814876174,-436.2919811328453,-438.52595942327855,-437.9097241560389,-438.8724695551045,-439.11847930042615,-440.59940765124696,-441.7421598803042,-442.14925011641253,-442.35658563745665,-442.694666864464,-444.10350872201985,-444.6462693252862,-445.9229195076612,-445.55588756078134
499d9668.wav,Oboe,0,-732.4133727641978,-734.0102490223983,-735.2322053397077,-736.648314404587,-736.8582321658054,-735.4851119794573,-702.7481016961941,-522.3602394198399,-453.5880457021095,-455.2438408178148,-497.77398327121495,-533.6553010261874,-545.5581245776144,-547.0625154155894,-546.9095796330522,-543.3839009956324,-542.0778256450031,-538.7069256439014,-541.6620401310706,-546.8576953707618
49a0c96f.wav,Keys_jangling,0,-388.534425178181,-385.15545510705755,-348.371084454205,-283.5138994928564,-304.70345428153286,-395.8301586397137,-408.42438760222575,-417.04537549063974,-433.6610062545908,-426.2742161017225,-425.97746533841945,-417.3649444493831,-423.97651542638994,-362.8089548237821,-339.1080732182611,-377.5139183932717,-420.95727964186744,-445.72421475073276,-450.68634978891606,-450.0804052965342
49aa806c.wav,Violin_or_fiddle,1,-221.34303663307907,-123.35956898437462,-119.93664527642346,-202.79425713169715,-250.55789026824212,-280.6991444543902,-316.88988297385947,-344.4214912581848,-366.1422530389014,-382.3542405347319,-399.56070229072486,-420.52803893793106,-435.00648969581914,-447.7595971065732,-463.71184216584084,-473.57898036420573,-482.9901397883011,-491.79405094223137,-500.6519239981379,-510.00633595448505
49b3f727.wav,Hi-hat,0,-349.22948256380903,-272.85108069138226,-292.7296926008395,-334.1359459031467,-335.6021577073947,-338.65919795646806,-337.1265181243731,-337.2361910143266,-342.9621933911552,-339.7113523407981,-337.5717227752176,-335.1875769173564,-340.16613059465317,-346.24512175414367,-338.1481202785005,-330.57414740113944,-331.93388867561833,-336.37455982272405,-339.64578296954903,-339.3460545556143
49ba2701.wav,Squeak,0,-601.6269101540494,-506.79589072389973,-428.1780186474685,-382.69563670066844,-329.6161575955635,-309.7796219358907,-310.9831078713239,-316.4951728179397,-322.2710723597494,-333.02516457387657,-331.4055356796913,-343.5487806725672,-358.06654618248757,-372.2643258709923,-374.62802309755557,-376.5442626029385,-372.4839638038992,-373.9181748113763,-386.78056160207734,-388.1922804927981
49bb77a5.wav,Cello,0,-678.4586295524587,-659.248323726883,-642.87277053244,-612.6594325281318,-594.2523623465953,-587.6213745592491,-586.3637230078058,-580.7996780463997,-576.1282524663529,-572.6368023925609,-565.1607105530979,-556.0343284544858,-551.5000148614073,-542.8827761859978,-540.5916906970901,-542.0174085844061,-532.9216405814665,-530.927293327215,-530.219452959324,-534.1182190215542
49c9d9b9.wav,Drawer_open_or_close,1,-642.0209843997892,-618.1266631402875,-640.5156776888082,-667.8272913905624,-669.5651665691307,-666.6906581241994,-666.0058512990336,-666.2683636253225,-672.3481602067023,-669.3007896502469,-670.2076346865181,-672.6612492559215,-668.5941157591529,-667.4868669676308,-667.2312600211279,-669.571998949814,-676.7584972267227,-674.5428376594028,-671.30989787067,-667.5609291658553
49cdefc5.wav,Glockenspiel,1,-226.27311191814883,-277.61001485407144,-431.382083296941,-471.0178646815889,-490.7411459844701,-504.9474677940409,-517.9633929084773,-527.0087071337974,-530.9535162457406,-535.4327742509546,-536.274545183242,-539.2383759895606,-540.6626278317863,-542.9746964571667,-543.9575931287129,-545.8546457903066,-545.8291598557526,-546.8494475734366,-548.6529146748926,-549.080530756399
49d45fb8.wav,Burping_or_eructation,0,-526.8300967576968,-520.9696351805793,-525.0345264555305,-524.5737506912844,-515.7451166415033,-504.5381937763213,-493.6776316575486,-504.0155178044934,-515.2619275870246,-519.5883543969875,-517.2728627630308,-458.6608255687348,-264.75583778141595,-199.93101888308368,-136.53398994181654,-89.50922047040238,-90.76357584264025,-79.21083916096146,-94.1054037525423,-91.02418226459845
49d51b77.wav,Meow,0,-392.915428731076,-363.48895178697325,-345.64790903664453,-326.3438587807969,-319.3410770036631,-301.5560138080833,-267.3272557285712,-283.5287868301989,-344.76341450218837,-378.29608897696215,-396.22665409920864,-412.6042777436403,-424.0904696037142,-426.1228600298292,-429.84570700596225,-433.9017229157054,-435.2207902219263,-433.4322256447083,-438.2406713385073,-432.8826481348017
49db5254.wav,Bass_drum,0,46.66066600232691,48.91573860108843,34.17915577246477,28.809473492022402,0.8745630669336327,-36.2105845672229,-61.77742029694574,-76.9384249235261,-112.8445527504122,-139.44054604001516,-144.1490462426022,-145.5116788766679,-142.83530251607684,-138.96864842654392,-134.78047781817614,-129.0129246101859,-125.14262385752109,-128.17488286282835,-134.3271197724173,-138.18341921223245
49e25a3e.wav,Gunshot_or_gunfire,1,54.952721522872686,60.052011135935174,21.692603675024507,-13.510626342110205,-40.85874546620986,-77.26183283756002,-90.87820786202788,-100.1505144036754,-108.5828771393235,-107.19943932060677,-130.6368409466305,-155.2550513463871,-167.58445640609204,-173.13468079730788,-173.0170107280963,-169.4879291564022,-165.78724803298653,-164.23362245961556,-179.8884632301901,-203.23916498921383
49e3587e.wav,Acoustic_guitar,1,-183.18099556215805,-81.24684878978488,-65.82977747688041,-103.65916259537025,-123.36789934105128,-136.1379933043494,-147.9267124433035,-150.8548845132387,-147.80151857847355,-158.61362628607725,-114.40676652537219,-76.49976417189632,-89.35044292909595,-119.98406956161955,-136.93584710042958,-150.13325778828784,-163.5988176734805,-174.45402941378572,-184.15510502800655,-176.316374539692
49e451e6.wav,Knock,0,-276.28696346972987,-76.29282317665512,-39.651716452065315,-111.85882274977693,-184.88352428013405,-223.74336830440123,-259.4196891873705,-294.1241028342654,-322.0724607726267,-352.9810205290745,-377.79539283523957,-398.453145702935,-425.7514504428032,-445.9045573650077,-456.59588049628087,-469.24091401516404,-484.82226104911433,-494.57166514901394,-503.6853072652922,-508.55306159767144
49e5071e.wav,Keys_jangling,0,-466.66517671158783,-424.1589648751315,-401.27183153616033,-398.26390385248345,-400.43940397989473,-407.1593611062355,-401.67015690270165,-397.0919947617751,-398.82143614459545,-402.15145809540815,-397.8601245297779,-389.8307208781043,-379.4895172435155,-369.3860774314363,-359.1608877580216,-367.2299773463992,-371.3900182175187,-361.17444323329573,-355.586209511306,-365.9765526865724
49e5ac4d.wav,Bass_drum,0,-63.2265420331588,-101.7459059121054,-176.70802569323925,-197.39763313132198,-216.41190866036226,-234.529541403898,-259.9845659448276,-283.7544807938946,-304.93897181659156,-336.84736059732336,-370.86153871205175,-414.6533717871437,-484.1000485507402,-548.8877961371809,69.55284001880983,65.61550895325797,35.55604891636324,28.744661496656526,23.7837270678624,21.506876493813188
49e83eee.wav,Tearing,0,-837.265066770947,-837.4585948379403,-838.8183784851657,-839.0631619834156,-838.9869449355691,-838.8355628150204,-839.0902840972877,-838.9683576966609,-838.9165735252966,-838.6652068693836,-838.736022897424,-838.3117964339423,-532.8301654631312,-191.32030746498225,-109.20530227656324,-66.95262055450303,-50.67412158878682,-106.7918053103944,-251.0650751543435,-602.8897152371503
49ee90a9.wav,Double_bass,0,-618.2603421632567,-620.4514124810685,-623.2065521292843,-623.3894563958427,-623.4236452435356,-616.8204887817479,-517.573176934834,-321.0220108420493,-273.475725633476,-305.7657600369844,-350.11817567307793,-375.1837006823069,-395.0184827491098,-407.0645292477206,-416.2502695321589,-429.842121489452,-435.92378074411664,-439.1309923367086,-444.3779607920584,-448.68568728101457
49f6b68a.wav,Tambourine,0,-341.83387240892483,-314.1300075694191,-362.62549032984816,-466.60269048204526,-547.2569092192791,-606.842857408413,-623.8201076365197,-640.1637768763942,-678.402654189552,-726.3065306475636,-758.8065225969356,-768.9694881588842,-757.1809144728126,-765.3000883736374,-793.9804221321159,-816.0280463267763,-847.6730875693028,-870.5366511262935,-871.026886548792,-860.6500685604117
49fabd19.wav,Acoustic_guitar,1,-26.988055171665494,-69.69734961865241,-200.38062011794153,-277.5514771500755,-340.33057509663325,-413.2512270012541,-477.3886092275679,-509.7447384598361,-537.9491517178881,-560.8459184928026,-568.3581463036724,-573.7449585277584,-578.6008925155825,-582.8578925154245,-588.5177250448677,-591.3820798648209,-593.8330340103613,-597.3746491531849,-599.7318361164695,-602.6513335907981
49fb0cc8.wav,Tearing,0,-645.4811107345502,-554.5265148596532,-515.1660526107448,-506.7245919843612,-493.56356498342996,-462.1004337586537,-438.0830320494626,-423.9506673346448,-401.382039715516,-422.4625574073292,-469.4792637107517,-482.0894372617123,-473.1148028690847,-476.4209663776967,-450.750807908803,-417.0725857333673,-402.5477300082601,-350.5917646925154,-312.88490344424974,-335.3447842568745
4a03755f.wav,Applause,0,-708.5987781131062,-708.6740380068576,-707.7807457486356,-707.8300680245069,-704.5306948434928,-702.2399615221283,-697.0278941617534,-686.6923910689212,-666.0055936117225,-641.6252225822434,-614.640291216214,-565.5242751372151,-498.19799169489494,-444.895400616867,-409.95947294403106,-361.13814943168467,-328.57514525957595,-312.980693544816,-301.299292083659,-293.3520903838446
4a077cd0.wav,Cello,0,-492.05572597879444,-449.9123427506609,-413.3678694830571,-402.2598037758182,-397.53770302772443,-394.28197008859445,-395.6404170177898,-394.4695381302408,-389.92440624652863,-386.2003048561415,-378.8786416103226,-373.8477531425116,-374.8050178854503,-372.8000896625954,-370.9312235245674,-368.28418735690246,-363.46175481213,-361.3472844518377,-361.7428987097829,-363.19784831864587
4a084558.wav,Gong,0,-411.6339361127843,-365.1136267936605,-353.18392248140395,-364.6416721311114,-376.96090904044496,-388.54803940802674,-406.61765765866227,-418.98459574329735,-425.80514932021447,-434.6903744345504,-441.12851092336774,-444.7641774017448,-450.877208694059,-460.2727686668705,-465.67470765138256,-468.8681518993219,-475.16115508822054,-481.1743033292424,-486.269045399313,-496.88051928737246
4a0a261e.wav,Acoustic_guitar,1,-365.01499064479697,-193.6076372918723,-158.87776921947864,-218.56819210970082,-286.3651896085459,-331.5687550108962,-336.34848268227444,-349.48335816275244,-307.9196380186189,-276.65541297459816,-279.06331933698175,-225.10547100186614,-154.25687798526107,-172.207194584648,-252.77676017187534,-301.60534456332124,-312.52734995908,-338.9437135480619,-374.9547048584425,-372.51929702349906
4a0b87bc.wav,Flute,0,-592.6653099283806,-553.5956618679627,-533.8866073175266,-539.240474170255,-540.916852842954,-545.8091896606749,-549.8657230597464,-554.462759144903,-556.6865341274762,-557.2152432787954,-559.3836253039799,-565.7820036247347,-566.2337157171022,-567.4426971733205,-563.1416595685575,-564.2389439335882,-574.3275989650268,-573.105948660443,-568.4653058464982,-579.2758490313187
4a2165a7.wav,Finger_snapping,1,-267.9667654736131,-239.48967118950293,-287.0846664515272,-421.5707430061856,-528.2723376800315,-592.4193098591406,-680.9606812952227,-804.4775967976009,-854.742481951622,-866.8650306383572,-866.347961585589,-865.5038803885251,-865.9173856363329,-866.3251214991869,-870.355191659523,-70.72598493433115,-74.12566304053122,-73.04903906306329,-46.772394888878715,-2.4463606571107883
